City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,poso,-1.3959,120.7524,298.99,79,15,1.27,ID,1690630490
291,galle,6.0367,80.217,300.46,85,76,6.21,LK,1690630490
292,puerto san jose,13.9256,-90.8244,298.85,89,100,2.23,GT,1690630490
293,tuzhai,24.983,118.8319,298.81,95,100,1.55,CN,1690630490
294,santiago de cao,-7.9589,-79.2392,294.22,88,100,2.06,PE,1690630490
295,san patricio,28.017,-97.5169,300.06,80,72,1.47,US,1690630490
296,sao joao da barra,-21.6403,-41.0511,295.2,73,92,7.59,BR,1690630210
297,north bondi,-33.8824,151.2769,289.24,81,0,1.54,AU,1690630490
298,kadaura,25.9833,79.85,307.34,53,100,5.07,IN,1690630490
299,mana,5.6592,-53.7767,299.68,83,89,3.76,GF,1690630491
300,soligalich,59.0778,42.2864,296.55,83,100,1.61,RU,1690630491
301,rio gallegos,-51.6226,-69.2181,278.18,75,0,11.83,AR,1690630491
302,zmeinogorsk,51.1567,82.195,297.95,52,67,4.31,RU,1690630491
303,nabire,-3.3667,135.4833,298.67,89,90,1.75,ID,1690630491
304,chhabra,24.6667,76.8333,302.78,70,100,5.52,IN,1690630491
305,guajara mirim,-10.7828,-65.3394,296.02,64,81,2.1,BR,1690630491
306,taoudenni,22.6783,-3.9836,319.33,6,2,7.43,ML,1690630492
307,homer,59.6425,-151.5483,287.09,89,100,2.06,US,1690630492
308,pisco,-13.7,-76.2167,292.18,82,100,1.03,PE,1690630358
309,jinchang,38.4953,102.1739,303.03,25,0,9.72,CN,1690630492
310,batesville,35.7698,-91.641,299.38,79,0,1.54,US,1690630402
311,ndele,8.4109,20.6473,304.12,57,45,1.68,CF,1690630492
312,el bauga,18.262,33.9081,316.81,17,81,5.19,SD,1690630493
313,sisimiut,66.9395,-53.6735,281.38,77,68,3.78,GL,1690630493
314,kruisfontein,-34.0033,24.7314,289.75,44,94,6.67,ZA,1690630493
315,mo i rana,66.3128,14.1428,294.44,69,20,3.6,NO,1690630493
316,nellore,14.4333,79.9667,307.85,42,86,8.66,IN,1690630493
317,aswan,24.0934,32.907,316.73,11,38,7.35,EG,1690630258
318,safotu,-13.4513,-172.4018,299.65,89,99,7.67,WS,1690630493
319,posto fiscal rolim de moura,-13.0833,-62.2667,296.57,70,77,2.41,BR,1690630493
320,canto do buriti,-8.11,-42.9444,300.74,54,1,4.54,BR,1690630494
321,motygino,58.1831,94.7592,295.76,60,98,1.87,RU,1690630494
322,el porvenir,13.7617,-87.3458,296.78,93,98,2.4,HN,1690630494
323,shakawe,-18.3667,21.85,305.31,13,34,5.06,BW,1690630494
324,pocone,-16.2567,-56.6228,295.8,72,100,2.61,BR,1690630494
325,diffa,13.3154,12.6113,309.98,31,57,4.08,NE,1690630494
326,dryden,49.7833,-92.7503,284.31,93,75,2.57,CA,1690630494
327,crane,31.3974,-102.3501,296.5,51,0,4.83,US,1690630494
328,santa quiteria,-4.3319,-40.1567,302.94,45,13,3.27,BR,1690630495
329,taro,-8.3862,115.28,295.15,90,66,1.29,ID,1690630495
330,talakan,50.3167,130.3667,291.55,98,80,1.43,RU,1690630495
331,antsiranana,-12.2787,49.2917,304.57,30,20,6.17,MG,1690630495
332,al hazm,16.1641,44.7769,313.79,9,67,5.5,YE,1690630495
333,bulungu,-4.55,18.6,313.17,16,4,0.61,CD,1690630495
334,mu'minobod,38.1085,70.0285,307.5,18,27,4.48,TJ,1690630495
335,anloga,5.7947,0.8973,299.52,80,96,5.86,GH,1690630495
336,cacoal,-11.4386,-61.4472,297.37,44,85,2.58,BR,1690630495
337,pariaman,-0.619,100.12,303.18,85,99,1.74,ID,1690630496
338,namibe,-15.1961,12.1522,295.76,47,19,5.47,AO,1690630496
339,floro,61.5996,5.0328,295.19,72,20,5.14,NO,1690630496
340,xianyang,34.3378,108.7026,296.73,94,75,3.0,CN,1690630496
341,shenjiamen,29.9576,122.298,300.38,87,100,7.65,CN,1690630496
342,el calafate,-50.3408,-72.2768,276.17,93,39,2.64,AR,1690630496
343,hammerfest,70.6634,23.6821,283.4,81,75,5.14,NO,1690630496
344,northam,51.0333,-4.2167,292.25,81,15,8.79,GB,1690630496
345,nova sintra,14.8667,-24.7167,295.12,78,16,9.17,CV,1690630496
346,kimbe,-5.5502,150.1429,297.48,93,97,2.39,PG,1690630497
347,verkhneural'sk,53.8769,59.2106,304.32,30,0,3.0,RU,1690630497
348,qamdo,31.1667,97.2333,285.71,56,86,1.28,CN,1690630497
349,fisterra,42.9049,-9.2629,297.45,87,5,3.74,ES,1690630497
350,ulsteinvik,62.3432,5.8487,293.65,76,3,2.24,NO,1690630497
351,jayapura,-2.5333,140.7,298.81,89,81,3.91,ID,1690630497
352,vila franca do campo,37.7167,-25.4333,299.37,68,46,2.59,PT,1690630497
353,puerto santa,-8.9906,-78.6456,293.29,87,86,2.18,PE,1690630497
354,daday,41.4787,33.4667,301.18,22,0,1.64,TR,1690630497
355,dawei,14.0833,98.2,298.46,92,100,3.09,MM,1690630497
356,katsuren-haebaru,26.3369,127.8719,303.16,83,20,3.09,JP,1690630498
357,enewetak,11.3474,162.3373,300.61,84,100,7.3,MH,1690630498
358,howrah,22.5892,88.3103,305.15,79,40,1.54,IN,1690630498
359,luena,-11.7833,19.9167,305.91,12,0,1.48,AO,1690630498
360,port shepstone,-30.7414,30.455,294.55,78,100,8.39,ZA,1690630498
361,camocim,-2.9022,-40.8411,302.75,57,13,4.66,BR,1690630498
362,prieska,-29.6641,22.7474,286.52,37,95,10.04,ZA,1690630498
363,wanning,18.8003,110.3967,302.62,79,100,4.04,CN,1690630498
364,nouadhibou,20.931,-17.0347,301.14,51,0,9.26,MR,1690630498
365,santana,-0.0583,-51.1817,300.25,94,40,1.54,BR,1690630498
366,sungai penuh,-2.0833,101.3833,292.47,98,99,0.66,ID,1690630499
367,opuwo,-18.0607,13.84,295.9,19,0,5.64,NA,1690630499
368,flying fish cove,-10.4217,105.6791,297.97,78,75,6.17,CX,1690630499
369,nuku'alofa,-21.1333,-175.2,288.34,88,40,0.51,TO,1690630499
370,lautoka,-17.6167,177.4667,293.07,77,75,2.06,FJ,1690630499
371,hailey,43.5196,-114.3153,289.75,50,0,4.63,US,1690630499
372,minas de marcona,-15.2119,-75.1103,286.01,81,32,2.97,PE,1690630499
373,tongchuanshi,35.0806,109.0897,296.96,83,79,2.43,CN,1690630499
374,xai-xai,-25.0519,33.6442,300.87,37,37,4.52,MZ,1690630499
375,velingara,13.15,-14.1167,304.05,62,100,3.02,SN,1690630499
376,hamilton,39.1834,-84.5333,295.34,94,20,2.06,US,1690630201
377,jabor,5.921,169.6434,301.67,81,80,6.9,MH,1690630500
378,necochea,-38.5473,-58.7368,282.12,78,90,9.03,AR,1690630338
379,cockburn town,21.4612,-71.1419,301.76,79,100,8.0,TC,1690630500
380,inongo,-1.95,18.2667,298.21,60,37,1.49,CD,1690630500
381,kingscliff,-28.2667,153.5667,286.91,88,36,2.57,AU,1690630500
382,mitsamiouli,-11.3847,43.2844,301.31,57,20,4.12,KM,1690630500
383,brookings,44.3114,-96.7984,289.51,98,0,1.54,US,1690630500
384,gaiman,-43.2897,-65.4929,286.03,63,75,5.47,AR,1690630500
385,chibougamau,49.9168,-74.3659,282.94,76,100,3.6,CA,1690630343
386,aquidauana,-20.4711,-55.7872,294.45,77,1,2.98,BR,1690630500
387,chita,52.0333,113.55,298.69,50,85,1.0,RU,1690630501
388,mirnyy,62.5353,113.9611,298.28,38,100,3.13,RU,1690630501
389,hadibu,12.65,54.0333,300.7,64,77,10.27,YE,1690630501
390,pleasanton,37.6624,-121.8747,288.64,87,0,3.09,US,1690630501
391,moapa valley,36.5805,-114.4703,303.28,35,42,0.67,US,1690630501
392,kanganpur,30.7663,74.1231,308.08,51,45,3.86,PK,1690630501
393,twon-brass,4.3151,6.2418,297.93,88,100,4.52,NG,1690630501
394,lander,42.833,-108.7307,289.91,59,0,5.14,US,1690630501
395,debre werk',10.6667,38.1667,292.61,72,73,3.05,ET,1690630501
396,beira,-19.8436,34.8389,300.2,69,40,3.78,MZ,1690630502
397,tura,25.5198,90.2201,300.72,83,72,0.81,IN,1690630502
398,happy valley-goose bay,53.3168,-60.3315,288.32,82,75,6.69,CA,1690630502
399,labrador city,52.9463,-66.9114,284.1,93,100,5.66,CA,1690630458
400,dawesville,30.9224,-84.0091,298.35,94,0,0.0,US,1690630502
401,sayat,38.7839,63.8803,313.08,9,0,8.6,TM,1690630502
402,al wajh,26.2455,36.4525,307.12,62,0,5.66,SA,1690630502
403,kidal,18.4411,1.4078,311.69,26,16,4.6,ML,1690630502
404,buka,40.8108,69.1986,313.66,11,0,5.17,UZ,1690630503
405,port douglas,-16.4833,145.4667,294.29,84,65,4.72,AU,1690630503
406,khovd,48.0056,91.6419,296.19,26,100,4.66,MN,1690630503
407,tsiombe,-25.3,45.4833,300.94,27,0,2.65,MG,1690630503
408,pemba,-12.974,40.5178,301.54,61,20,6.17,MZ,1690630433
409,magadan,59.5667,150.8,287.89,96,100,1.83,RU,1690630503
410,ciudad lazaro cardenas,17.9583,-102.2,298.55,85,71,2.05,MX,1690630503
411,san luis de la loma,17.2706,-100.8939,297.76,88,82,2.31,MX,1690630503
412,al kut,32.5147,45.819,319.61,7,0,5.74,IQ,1690630504
413,hirara,24.8,125.2833,301.3,89,75,3.09,JP,1690630504
414,yung shue wan,22.2333,114.1167,303.57,81,100,0.45,HK,1690630504
415,afif,23.9065,42.9172,315.12,7,67,3.02,SA,1690630504
416,diamantino,-14.4086,-56.4461,296.26,59,100,3.67,BR,1690630504
417,malindi,-3.2175,40.1191,301.24,69,40,8.23,KE,1690630504
418,pailon,-17.65,-62.75,290.65,69,75,3.96,BO,1690630504
419,lakatoro,-16.0999,167.4164,293.08,83,83,4.44,VU,1690630504
420,erdenet,49.0333,104.0833,296.69,67,75,1.29,MN,1690630505
421,palora,-1.7,-77.9333,292.21,89,100,0.47,EC,1690630505
422,grajau,-5.8194,-46.1386,303.78,34,48,3.54,BR,1690630505
423,voss,60.623,6.4229,294.0,56,44,1.88,NO,1690630505
424,kaa-khem,51.6833,94.7333,296.41,58,100,7.39,RU,1690630505
425,amuntai,-2.4177,115.2494,298.51,72,80,1.35,ID,1690630505
426,ewo,-0.8725,14.8206,307.03,36,99,1.78,CG,1690630505
427,nantong,32.0303,120.8747,301.47,86,100,10.37,CN,1690630505
428,maintirano,-18.0667,44.0167,299.18,47,0,5.69,MG,1690630506
429,bir el ater,34.7449,8.0602,313.83,7,7,10.61,DZ,1690630506
430,bochnia,49.9691,20.4303,299.0,70,89,2.32,PL,1690630506
431,rosarito,32.3333,-117.0333,293.69,84,84,0.97,MX,1690630506
432,kupang,-10.1667,123.5833,298.05,82,37,6.81,ID,1690630506
433,puerto baquerizo moreno,-0.9,-89.6,296.77,84,100,4.86,EC,1690630506
434,lagunas,-5.2269,-75.6753,295.12,98,67,0.43,PE,1690630506
435,kolyshley,52.7005,44.5367,296.78,68,100,5.95,RU,1690630506
436,rundu,-17.9333,19.7667,304.25,14,2,4.32,NA,1690630506
437,sorochinsk,52.4338,53.1583,309.07,23,68,5.81,RU,1690630506
438,howard springs,-12.497,131.047,299.1,70,72,0.73,AU,1690630507
439,keflavik,64.0049,-22.5624,288.1,62,0,3.09,IS,1690630507
440,barah,13.7,30.3667,311.1,28,57,1.82,SD,1690630507
441,sangkhla buri,15.1555,98.4536,297.14,97,95,1.03,TH,1690630507
442,fort mcmurray,56.7268,-111.381,283.92,81,20,2.06,CA,1690630214
443,alofi,-19.0595,-169.9187,294.09,100,99,3.09,NU,1690630507
444,fada,9.5667,8.3,300.41,67,96,2.05,NG,1690630507
445,ashburton,-37.8626,145.0794,287.81,78,53,1.34,AU,1690630507
446,xiongzhou,25.1167,114.3,301.81,81,51,1.07,CN,1690630507
447,chortkiv,49.0171,25.798,299.51,51,79,4.55,UA,1690630508
448,huicheng,23.0385,116.2899,300.68,89,100,3.35,CN,1690630508
449,kalaleh,37.3807,55.4916,308.93,41,40,6.17,IR,1690630508
450,svetlyy,54.675,20.1347,296.18,49,100,2.68,RU,1690630508
451,dzilam gonzalez,21.2833,-88.9333,297.85,94,100,1.53,MX,1690630508
452,belmonte,-15.8631,-38.8828,296.67,74,66,1.19,BR,1690630508
453,strezhevoy,60.7333,77.5889,292.19,76,100,3.55,RU,1690630508
454,extrema,-22.8547,-46.3183,290.29,77,18,3.84,BR,1690630508
455,vernon,50.2581,-119.2691,291.09,57,85,1.03,CA,1690630288
456,kharp,66.8014,65.8081,295.14,48,0,3.99,RU,1690630508
457,margate,51.3813,1.3862,294.75,70,68,6.77,GB,1690630509
458,ostersund,63.1792,14.6357,291.82,77,0,6.69,SE,1690630509
459,maues,-3.3836,-57.7186,301.36,45,23,1.17,BR,1690630509
460,badger,64.8,-147.5333,295.1,57,75,3.09,US,1690630452
461,urangan,-25.3,152.9,291.94,73,6,1.92,AU,1690630509
462,palangkaraya,-2.2,113.8333,298.46,62,3,1.22,ID,1690630509
463,san antonio de pale,-1.4014,5.6325,296.26,79,96,6.1,GQ,1690630509
464,usinsk,65.9939,57.5281,297.78,44,48,1.3,RU,1690630509
465,hassi messaoud,31.6804,6.0729,321.07,5,0,4.12,DZ,1690630509
466,zhytkavichy,52.2168,27.8561,293.4,62,100,3.54,BY,1690630510
467,lincoln,40.8,-96.667,299.1,95,100,4.12,US,1690630383
468,la ronge,55.1001,-105.2842,286.27,82,20,3.09,CA,1690630510
469,mundri,-6.9558,111.71,297.89,76,42,2.49,ID,1690630510
470,greenwood,34.1668,-82.1165,297.19,46,20,0.0,US,1690630510
471,hobyo,5.3505,48.5268,300.55,68,63,12.15,SO,1690630510
472,wabag,-5.4781,143.7021,286.96,98,100,1.26,PG,1690630510
473,quzhou,28.9594,118.8686,298.34,79,100,2.46,CN,1690630510
474,kuna,43.4918,-116.4201,295.46,49,0,3.6,US,1690630510
475,dhulia,20.9,74.7833,302.95,62,86,8.87,IN,1690630510
476,rouyn-noranda,48.2398,-79.0288,281.2,93,75,1.54,CA,1690630437
477,falaise,48.8922,-0.1953,294.66,50,72,7.15,FR,1690630511
478,kamikawa,43.84,142.7711,298.3,95,96,2.86,JP,1690630511
479,xilin hot,43.9667,116.0333,300.24,35,22,3.14,CN,1690630511
480,tortoli,39.9256,9.6572,305.05,55,20,4.63,IT,1690630511
481,north bend,43.4065,-124.2243,287.74,100,75,0.0,US,1690630441
482,upington,-28.4478,21.2561,287.36,44,75,3.09,ZA,1690630214
483,proletarskiy,50.7914,35.7731,296.74,44,1,6.32,RU,1690630511
484,dili,-8.5586,125.5736,299.61,79,44,2.84,TL,1690630512
485,nantucket,41.2835,-70.0995,298.71,100,67,5.22,US,1690630512
486,lai chau,22.3997,103.4517,295.55,96,97,1.19,VN,1690630512
487,selfoss,63.9331,-20.9971,288.17,57,98,1.37,IS,1690630512
488,aykhal,66.0,111.5,295.51,40,13,3.91,RU,1690630512
489,mahanje,-9.9333,35.3333,299.2,43,61,2.37,TZ,1690630512
490,asaita,11.5636,41.4394,311.96,24,68,1.47,ET,1690630512
491,puerto deseado,-47.7503,-65.8938,282.53,60,14,14.61,AR,1690630512
492,porbandar,21.6422,69.6093,301.23,80,71,10.28,IN,1690630513
493,coyhaique,-45.5752,-72.0662,279.27,97,100,4.09,CL,1690630513
494,urzhar,47.093,81.6294,303.08,27,23,0.73,KZ,1690630513
495,jiwani,25.05,61.7417,304.0,66,39,7.11,PK,1690630513
496,sarangani,5.4033,125.4636,300.93,81,100,3.1,PH,1690630513
497,ulety,51.3572,112.4849,296.18,54,5,0.27,RU,1690630513
498,peniche,39.3558,-9.3811,298.75,94,65,3.13,PT,1690630513
499,okha,53.5739,142.9478,284.96,97,90,5.94,RU,1690630513
500,bereznik,62.8551,42.7072,296.01,52,99,1.53,RU,1690630513
501,christchurch,-43.5333,172.6333,277.56,87,100,0.51,NZ,1690630418
502,port lincoln,-34.7333,135.8667,284.92,84,0,5.49,AU,1690630515
503,gagliano del capo,39.8442,18.3695,305.51,57,20,3.6,IT,1690630515
504,igarka,67.4667,86.5833,297.53,61,72,2.52,RU,1690630515
505,ballina,-28.8667,153.5667,286.36,80,49,4.04,AU,1690630515
506,mehdia daira de meghila,35.4306,1.7571,305.62,20,55,5.45,DZ,1690630516
507,likiep,9.8251,169.3107,301.53,83,100,9.27,MH,1690630516
508,luba,3.4568,8.5547,300.09,91,100,4.68,GQ,1690630516
509,ilhabela,-23.7781,-45.3581,291.52,91,100,3.65,BR,1690630516
510,irymple,-34.25,142.1667,283.2,79,0,3.41,AU,1690630516
511,ulladulla,-35.35,150.4667,287.88,73,0,2.8,AU,1690630516
512,noumea,-22.2763,166.4572,288.14,67,72,2.34,NC,1690630516
513,vorkuta,67.5,64.0,294.34,53,6,3.09,RU,1690630516
514,callao,-12.0667,-77.15,293.55,77,100,1.54,PE,1690630517
515,lubang,13.8584,120.124,301.26,80,100,10.84,PH,1690630517
516,maumere,-8.6199,122.2111,297.69,84,20,3.35,ID,1690630517
517,chonchi,-42.6128,-73.8092,284.71,84,98,4.95,CL,1690630287
518,hoemul-li,41.4339,129.67,296.95,96,100,1.83,KP,1690630517
519,sinop,41.7711,34.8709,296.43,58,3,4.32,TR,1690630517
520,keokuk,40.3973,-91.3849,297.09,100,0,1.54,US,1690630517
521,bundaberg,-24.85,152.35,287.71,94,11,1.46,AU,1690630517
522,kostomuksha,64.571,30.5767,288.68,77,96,6.92,RU,1690630517
523,wewak,-3.5534,143.6268,298.99,89,98,1.53,PG,1690630518
524,gaspe,48.8334,-64.4819,292.27,72,40,6.69,CA,1690630518
525,custodia,-8.0875,-37.6431,298.38,52,14,5.94,BR,1690630518
526,champerico,14.3,-91.9167,299.5,86,100,0.32,GT,1690630518
527,sola,-13.8833,167.55,297.01,78,100,10.75,VU,1690630518
528,staryy dobrotvir,50.2315,24.377,298.52,52,49,4.54,UA,1690630518
529,fougamou,-1.2154,10.5838,309.02,36,71,0.74,GA,1690630518
530,sao paulo de olivenca,-3.3783,-68.8725,297.84,78,80,0.29,BR,1690630518
531,belyy yar,53.6039,91.3903,294.09,73,40,6.0,RU,1690630518
532,la passe,45.5549,-0.8967,297.28,65,100,5.27,FR,1690630518
533,quellon,-43.1167,-73.6167,284.23,81,87,7.42,CL,1690630519
534,kerikeri,-35.2268,173.9474,277.54,89,1,2.1,NZ,1690630519
535,sosnovo-ozerskoye,52.5249,111.5418,294.11,66,35,2.35,RU,1690630519
536,yarmouth,41.7057,-70.2286,298.71,95,75,4.63,US,1690630519
537,zhangye,38.9342,100.4517,306.15,17,0,8.61,CN,1690630519
538,mezhdurechenskiy,59.6,65.9333,299.52,41,12,4.58,RU,1690630519
539,lappeenranta,61.0587,28.1887,293.03,63,40,6.69,FI,1690630519
540,saint-joseph,-21.3667,55.6167,297.86,69,1,4.83,RE,1690630519
541,panaba,21.2833,-88.2667,298.22,93,88,1.79,MX,1690630520
542,yuzhno-kurilsk,44.0306,145.8556,291.91,94,100,2.15,RU,1690630520
543,nagqu,31.5,92.0,286.63,61,67,3.49,CN,1690630520
544,sampang,-7.1872,113.2394,298.91,69,74,4.69,ID,1690630520
545,beloretsk,53.9631,58.3981,304.8,29,0,2.2,RU,1690630520
546,acapulco de juarez,16.8634,-99.8901,300.05,78,20,2.06,MX,1690630520
547,beloyarskiy,63.7119,66.6722,297.0,49,80,3.59,RU,1690630520
548,villa gesell,-37.2639,-56.973,280.4,88,98,7.38,AR,1690630520
549,kijang,35.2442,129.2139,303.0,75,0,0.82,KR,1690630520
550,greymouth,-42.4667,171.2,278.94,89,91,2.0,NZ,1690630520
551,beboto,8.2668,16.939,306.02,51,47,0.72,TD,1690630521
552,qarazhal,48.0078,70.7903,307.37,18,32,2.82,KZ,1690630521
553,riyadh,24.6877,46.7219,317.23,7,2,1.34,SA,1690630521
554,abepura,-2.6333,140.5833,298.6,89,20,2.06,ID,1690630521
555,powell river,49.8496,-124.5361,291.15,81,78,1.54,CA,1690630265
556,rakvere,59.3464,26.3558,294.56,42,68,4.79,EE,1690630320
557,akureyri,65.6835,-18.0878,283.11,87,75,3.6,IS,1690630521
558,shimokizukuri,40.8061,140.3861,300.9,81,34,2.54,JP,1690630521
559,kiunga,-6.1219,141.2906,296.24,99,95,1.42,PG,1690630521
560,otofuke,42.9917,143.2003,299.68,77,44,3.2,JP,1690630522
561,bu'aale,1.0833,42.5833,303.66,47,99,6.42,SO,1690630522
562,bouar,5.934,15.596,298.83,72,46,1.49,CF,1690630522
563,miramar beach,30.3744,-86.3586,300.16,83,0,0.0,US,1690630522
564,smidovich,48.6,133.8167,292.49,93,69,5.23,RU,1690630522
565,ar ruways,24.1103,52.7306,310.63,41,64,4.91,AE,1690630522
566,cold springs,39.6802,-119.9766,292.86,35,0,0.0,US,1690630522
567,wagar,16.1525,36.2032,312.61,27,69,5.21,SD,1690630522
568,oran,35.6911,-0.6417,303.99,55,40,2.57,DZ,1690630522
569,mikhaylovskoye,51.8239,79.7172,304.51,33,90,8.01,RU,1690630522
570,ma'rib,15.4591,45.3253,313.78,11,25,5.9,YE,1690630523
571,masterton,-40.9597,175.6575,276.32,94,59,0.51,NZ,1690630523
572,nilopolis,-22.8075,-43.4139,293.12,92,100,2.57,BR,1690630343
573,larache,35.1932,-6.1557,296.12,79,0,3.41,MA,1690630523
574,phan rang-thap cham,11.5667,108.9833,300.83,77,86,4.29,VN,1690630271
575,fortaleza,-3.7227,-38.5247,300.49,74,40,6.17,BR,1690630298
576,trail,49.0998,-117.7022,288.14,68,1,1.78,CA,1690630523
577,shahpur,16.7,76.8333,301.5,65,86,9.15,IN,1690630523
578,ruteng,-8.6136,120.4721,288.52,92,49,1.31,ID,1690630523
579,xingcheng,40.6167,120.7167,297.74,94,100,6.2,CN,1690630523
580,mata-utu,-13.2816,-176.1745,299.43,86,100,4.57,WF,1690630523
581,queenstown,-31.8976,26.8753,282.47,80,100,6.64,ZA,1690630524
